Title,initial
"How to prove $|f(x)|\leq \frac{3}{2}$ for all $x\in [-1, 1]$","2013"
"Complex Numbers and Square Roots","2010"
"Dedekind Cuts versus Cauchy Sequences","2010"
"Is the function unique?","2015"
"$\{m \alpha, m \in \mathbb Z\}$is dense in $[0,1]$ for $\alpha$ irrational","2015"
"Proving a function is bijective and computing its inverse","2015"
"Asymptotic expansion computation","2015"
"Proving that for $x>0,$ $x \in \mathbb{R}$, $ \exists n \in \mathbb{N}$ s.t. $10^{-n} < x <10^x$","2016"
"Measurability in the product space","2015"
"Am I missing something in Baby Rudin Theorems 2.38 - 2.40?","2013"
"What is the difference between open ball and neighborhood in real analysis?","2013"
"Continuous function on $\Bbb{R}$ with neither open nor closed image","2015"
"Michael Spivak's Calculus - Chapter 1, Problem 19","2015"
"Every K - cell is compact(Walter Rudin)","2014"
"Continuity and Mean Value Theorem","2013"
"Finding a differentiable function that cannot be bounded by quadratic function","2016"
"Construct a continuous functions $f:\mathbb{R}\to \mathbb{R}$ such that $0\leq f(x)\leq 1$ for all $x\in \mathbb{R}$,","2016"
"Smoothening a function at an isolated point","2016"
"Prove that every unbounded sequence contains a monotone subsequence that diverges to inifnity.","2013"
"Are neither closed nor open set considered Borel?","2016"
"Differentiability of a series","2014"
"Bounded interval such that finite sub collections are nonempty, but entire intersections are empty","2014"
"Which of the following improper integrals are convergent?","2013"
"a question about uniform convergence of a series","2013"
"Proving a special case of the Squeeze Theorem","2013"
"An example for a complex-valued test function","2013"
"Inequality for integral s","2016"
"A continuous function $g:[0,1]→\mathbb{R}$ and a Cauchy sequence $(x_n)$ in $[0,1]$ such that $(g(x_n))$ does not converge.","2015"
"Absolute convergence of a real series","2013"
"Prove that every nonempty set of real numbers that is bounded from below has an inﬁmum","2013"
"Suppose $f$ is differentiable on $(0, \infty)$ and $\lim_{x \to \infty} f'(x) = 0$","2015"
"What's wrong in $\int_{-2}^1 x^3dx=-\frac{1}{2}\int_0^4 udu$","2015"
"What is real analysis?","2016"
"If $b_n$ is a bounded sequence and $\lim a_n = 0$, show that $\lim(a_nb_n) = 0$","2010"
"$\Vert f \Vert_p$  is continuous in $p$?","2010"
"Convergence of $\Vert f \Vert_p$ with respect to $p$","2010"
"Twice differentiable function, show there is a fixed point","2010"
"Continuous function of one variable","2010"
"Which of the following sequences/series of functions are uniformly convergent on $[0,1]$.","2013"
"how to show strictly increasing function on an interval has continuous inverse","2013"
"Jordan measurable for closure and interior","2013"
"Natural Logarithm and Integral Properties","2012"
"Is a uniform limit of a uniformly bounded sequence of functions bounded?","2012"
"Uniform Convegence of differentiable polynomials to differentiable functon","2015"
"Show that every continuous functions on closed interval is the uniform limit of a sequence of polynomial","2015"
"Mean value theorem for integration in two dimensions","2015"
"Showing this family of functions to be equicontinuous","2015"
"Improper Riemann and Lebesgue Integrals","2014"
"If two sequences have convergent subsequences, must their sum has convergent subsequence?","2016"
"Balls complete in metric space","2013"
"A question which depends on monotone and Lipschitz functions","2014"
"Is the functional sequence Uniformly convergent?","2016"
"Subset with measure as small as we like","2015"
"Question about the dilation properties of lebesgue integral","2013"
"Using Mean Value Theorem to Prove Derivative Greater than Zero","2014"
"Show the area of the boundary of this set is not 0","2013"
"Sequential Compactness","2014"
"if both $f$ and $g$ are measurable functions, is $f\cdot g$ measurable?","2013"
"What does it mean to show that something is well defined?","2013"
"condition on $\epsilon$ to make $f$ injective","2013"
"Prove $f_n$ has a uniformly convergent subsequence on $[0,1]$.","2013"
"Question about convergence of of sequence","2013"
"length of an interval as a limit","2014"
"Real analysis Limits and continuous functions","2015"
"Doubt of solution: Let $f:X\rightarrow Y$, and $A\subset X$ is dense. Prove that $f(A)$ is dense in $Y$.","2015"
"Limsup inequality - how do I write this as a rigorous proof?","2013"
"Let $A = \{x\in \mathbb{R}: a_n < x \text{ for infinitely many n}\}.$ Prove that $\inf A = \liminf _{n\to \infty} a_n$.","2013"
"Example function $f:(0,1) \to (0,1)$ such that $f^{-1}(y)$ is uncountable for all $y$.","2013"
"About open set in extended real line","2013"
"finding a equation parameter so that it has exactly 3 roots","2016"
"Which real functions have their higher derivatives tending pointwise to zero?","2013"
"Understanding when convergence implies uniform convergence for sequences of non-continuous functions","2013"
"Proving openness of a proper subset.","2016"
"Boundedness of two sequences","2016"
"Monotonicity Criterion and convergence","2016"
"Use the Mean Value Theorem to show that $e^{(x+1)} \geq 2e^x$","2013"
"Real Analysis HW Question involving continuity.","2013"
"how to prove $B-A\in \mathcal M(\mu)$ such that $A,B\in \mathcal M(\mu)$ and $A$ is subset of $A$?","2013"
"Proof on lower integrals","2014"
"Let X be a sequentially compact metric space. Prove that X is disconnected iff...","2014"
"Infinite intersection of nested subsets","2014"
"Absolute continuity on an open interval of the real line?","2010"
"Direct proof that f(x)=x sin(1/x) does not satisfy Lusin N condition","2010"
"Weak contraction","2013"
"Understanding a Property of the Riemann Integral","2012"
"Lagrange remainder and Taylor series","2010"
"Does a cadlag function reach its supremum?","2015"
"Intermediate theorem on a function of more dimensions","2015"
"Why $\{x\in\mathbb{Q}, x<\sqrt{2}\}$ has no supremum in $\mathbb Q$?","2016"
"Example of a continuous function from $(0,1) \times (0,1)$ to $\mathbb{R}^2$","2010"
"Fejér's Theorem (Problem in Rudin)","2010"
"Several questions on the mean value theorem?","2014"
"Compactness properties imply continuity","2012"
"what is the answer about this function?","2015"
"Find $\lim\limits_{n \to \infty}(\sqrt n\cdot a_n)$.","2016"
"existence of a simple function","2013"
"Tangent line to a function at c that passes through the origin","2015"
"Limit of the two variable function $f(x,y).$","2016"
"For $p\geqslant 0$ find $x$ in $x!=p$","2014"
"Question on continuous functions","2013"
"Proof that $\Bbb R$ is uncountable.","2014"
"Convergence of a telescoping series divided by another series","2014"
"Relation between compactness and closure?","2013"
"Image of measurable set under continuous inverse function is always measurable?","2013"
"Sup(f) = inf(1/f)","2013"
"Prove that there isn't such a function, which would be continuous at each rational point and discontinuous in each irrational point.","2016"
"Finding Limit Points, Interior Points, Isolated Points, the Closure of","2014"
"Prove that if $A$ is compact and $B$ is closed and $A\cap B = \emptyset$ then $\text{dist}(A,B) > 0$","2013"
"Is $\frac{\sin x^2}{\sin^2 x}$ uniformly continuous on $(0,1)$? Is my proof correct?","2013"
"Property of Improper Integrals","2012"
"Question about real analytic function","2015"
"Function which is not in $L^2(R^n)$","2016"
"Limit as x goes to infinity with logarithm in the exponent","2016"
"Prove that a uniformly convergent convergent sequence of $N^{th}$ degree polynomials must converge to some $N^{th}$ degree polynomial","2014"
"Prove if $f(x) = g(x)$ for each rational number x and $f$ and $g$ are continuous, then $f = g$","2013"
"Bibliography for Singular Functions","2014"
"Floor function as derivative","2012"
"Proving ""No matter how large a real number $x$ is given, there is always a natural number $n$ larger""","2014"
"Proof bounded sets.","2014"
"Suppose. a∈R. Show that sup{r∈Q:r<a}=a.","2014"
"An Application of Chebyshev's inequality?","2012"
"Is it possible to interchange summation and integral on $\int^{1}_0 \sum^{\infty}_{i=1} \frac{(-1)^{i+1}x^{i-1}}{i} dx$?","2015"
"Algebraic manipulation with $e^x$","2015"
"Continuity of Correspondences","2013"
"Banach limits in metric spaces","2010"
"Functions satisfying a given condition","2010"
"Rudin: Real & Complex Analysis Thm 1.10","2013"
"To show that function is constant","2013"
"Rudin Chapter 1, Exercise 1: (Q6): Prove that $b^{r+s}=b^r b^s$.","2016"
"countable sets , rational numbers and which of the following are true??","2014"
"Prove that every interval is in one of these 9 forms","2016"
"Is this set relatively open or closed?","2013"
"which of the followings are true for bijective functions","2013"
"limit point of union and intersection of sets","2014"
"Epsilon Delta Proof of Limit","2015"
"If $f( \log_2 x)-f( \log_3 x) \le \log_5 x$ then $\log_5 \left( \frac{3}{2} \right) \int_0^1 f(x)dx \le 2$","2015"
"Limit as n goes to infinity of $(1+x^{n})^{\frac{1}{n}}$","2013"
"How can I show $F$ is not monotonic in any subinterval?","2014"
"uniform continuity of a function","2014"
"If $\lim (s_n – s)/(s_n + s) = 0$, prove that $\lim s_n = s$.","2016"
"Subsequences converging to every natural number","2016"
"Distance is (uniformly) continuous","2014"
"How to use equicontinuity?","2013"
"TRUE or FALSE: If a sequence converges to $0$, then it has a summable subsequence","2013"
"Best way to show $\cfrac{1}{1+x^2}$ is a contraction?","2015"
"Converging sequence and its limit","2015"
"Need some help finding a suitable $a$","2014"
"Is the sequence $ \frac{1}{10^n} $ convergent?","2014"
"Differential 2-form has a primitive...","2013"
"Equivalent statement for bounded derivative implies Lipschitz in $\mathbb{R^n}$.","2015"
"Which of the folowing is true (NBHM-2014)","2014"
"Injective functions with intermediate value property are continuous. Better proof?","2010"
"maximal solution of differential or integral equation.","2012"
"Question on Mean value theorem involving ln","2016"
"Prove that the function $g(x)=A_{x}$ is lower semicontinuous.","2013"
"Closed subsets and zero subsets of differentiable functions.[BabyRudin 5.21]","2015"
"making a function càdlàg","2012"
"supremum of a set","2012"
"Checking Proof: Given $\boldsymbol{x}$ there exists a $\boldsymbol{y}$ where $\boldsymbol{x} \cdot \boldsymbol{y} = 0 $","2013"
"Find the smallest $n$ such that $\frac{a^n}{n!} < \epsilon $","2014"
"limit superior of sequences in real line","2015"
"$f'(x)=f(x)$ and $f(0)=0$ implies that $f(x)=0$ formal proof","2013"
"Under what conditions the point $z$ is unique in its range of existence?","2014"
"What is the 0-norm?","2010"
"Limit inferior of a function that diverges to infinity","2016"
"show uniform convergence of $\ \ f_n(x)= \dfrac{1}{1+(x-n)^2}$ on any compact interval $[a,b] \in \mathbb R$.","2014"
"Can a closed set in $\Bbb R$ be written in terms of open sets","2014"
"How do I see that $\{c \in I : 0 \le c \le b, y(c)=1\}$ has a minimum?","2015"
"Calculating a maximal function","2014"
"How to properly construct an $\epsilon-N$ proof","2014"
"The total variation and the integral of the derivative","2014"
"About $(a,+\infty)$","2013"
"Why do we need a ""lengthy proof"" to show $\mathbb{N}$ is not bounded above in $\mathbb{R}$?","2016"
"Is there a compactly supported smooth function which is exactly k times differentiable at exactly one point?","2011"
"Existence of a continuous function with pre-image of each point  uncountable ","2011"
"Question about differentiating under the integral sign","2014"
"Increasing functions property","2012"
"Riemann vs. Stieltjes Integral","2010"
"Volume of the sphere in a Banach space","2010"
"A question related to interior points","2014"
"$L^1$ function unbounded on every interval","2014"
"subsequential limits of $\sin(n\pi x)$ when $x$ rational and $x$ irrational","2015"
"Binary expansion in $[0, 1)$ has no point-wise convergent subsequence","2015"
"Prove that the following set is dense","2013"
"For which $c\in\mathbb{R}$ $c>0$, exist such $g\in\mathbb{R}$, that $ g - \sqrt[g]{e}=c $","2013"
"Critical point of a function","2013"
"Two part question about $\underset{y\quad x}{\sup\inf}f(x,y)\leqslant\underset{x\quad y}{\inf\sup}f(x,y)$","2013"
"Continuous Function","2013"
"a linear transformation $A:{R^n} \to {R^m}$ with $m \times n$ matrix $[{a_{ij}}]$","2013"
"Finding a positive real $\beta$ such that $\beta < \alpha$ and ${\beta}^2 > 3$?","2016"
"Differentiation question using the definition of a derivative","2014"
"A strange question about sequence limit","2015"
"Prove $\sqrt{5}$ is both irrational and algebraic.","2014"
"How do i prove $(1-\frac{t}{n})^n < e^{-t}$ when $0<t<n$?","2014"
"What are the inf and sup of the set $S=\{r \in \mathbb{Q} : r^2 < 2 \}$","2014"
"Family of cutoff functions","2016"
"Conditions in definition of riemann integral","2016"
"Computation of a sum $S(n)$","2014"
"Explain how $x\sin(1/x)$ is not Lipschitz.","2012"
"A Curious $\{-1,0,1\}$-valued Function on the Positive Rationals","2012"
"Show that $|z|_0=\lim_{\epsilon\to0}\sum_{i=1}^n\frac{\log\left(1+z_i\epsilon^{-1}\right)}{\log\left(1+\epsilon^{-1}\right)}$?","2016"
"Prove $[0, 1]$ and $(0, 1]$ are equinumerous by use of bijection","2016"
"Showing that $e^x=3x$ has exactly 2 solutions in $\mathbb{R}$","2014"
"differentiability of unit sphere","2013"
"How much a càdlàg (i.e., right-continuous with left limits) function can jump?","2010"
"For a sequence of intervals can we find some x such that each interval contains a multiple of x?","2010"
"how to find number of maximum","2013"
"continuous open mappings are monotonic","2010"
"Does pointwise convergence against a continuous function imply uniform convergence?","2013"
